Guard_ID,Date,Week,Regular_Shift,Actual_Shift,Is_Covering,Site,Clock_In,Clock_Out,Hours_Worked,Weekly_Hours,Over_40_Hours
1000,2024-04-01,14,Night,Night,False,Tucson AZ,2024-04-01 22:20:00,2024-04-02 06:27:00,8.12,56.769999999999996,True
1000,2024-04-02,14,Night,Night,False,Tucson AZ,2024-04-02 22:24:00,2024-04-03 06:39:00,8.25,56.769999999999996,True
1000,2024-04-03,14,Night,Night,False,Tucson AZ,2024-04-03 22:33:00,2024-04-04 06:27:00,7.9,56.769999999999996,True
1000,2024-04-04,14,Night,Afternoon,True,Tucson AZ,2024-04-04 14:20:00,2024-04-04 22:29:00,8.15,56.769999999999996,True
1000,2024-04-05,14,Night,Night,False,Tucson AZ,2024-04-05 22:29:00,2024-04-06 06:38:00,8.15,56.769999999999996,True
1000,2024-04-06,14,Night,Night,False,Tucson AZ,2024-04-06 22:26:00,2024-04-07 06:33:00,8.12,56.769999999999996,True
1000,2024-04-07,14,Night,Night,False,Tucson AZ,2024-04-07 22:34:00,2024-04-08 06:39:00,8.08,56.769999999999996,True
1000,2024-04-08,15,Night,Night,False,Tucson AZ,2024-04-08 22:29:00,2024-04-09 06:34:00,8.08,32.730000000000004,False
1000,2024-04-09,15,Night,Night,False,Tucson AZ,2024-04-09 22:31:00,2024-04-10 06:37:00,8.1,32.730000000000004,False
1000,2024-04-10,15,Night,Night,False,Tucson AZ,2024-04-10 22:22:00,2024-04-11 06:31:00,8.15,32.730000000000004,False
1000,2024-04-13,15,Night,Night,False,Tucson AZ,2024-04-13 22:20:00,2024-04-14 06:44:00,8.4,32.730000000000004,False
1000,2024-04-16,16,Night,Afternoon,True,Tucson AZ,2024-04-16 14:32:00,2024-04-16 22:28:00,7.93,32.06,False
1000,2024-04-19,16,Night,Night,False,Tucson AZ,2024-04-19 22:33:00,2024-04-20 06:29:00,7.93,32.06,False
1000,2024-04-20,16,Night,Night,False,Tucson AZ,2024-04-20 22:26:00,2024-04-21 06:31:00,8.08,32.06,False
1000,2024-04-21,16,Night,Night,False,Tucson AZ,2024-04-21 22:32:00,2024-04-22 06:39:00,8.12,32.06,False
1000,2024-04-22,17,Night,Night,False,Tucson AZ,2024-04-22 22:30:00,2024-04-23 06:28:00,7.97,32.19,False
1000,2024-04-24,17,Night,Night,False,Tucson AZ,2024-04-24 22:32:00,2024-04-25 06:31:00,7.98,32.19,False
1000,2024-04-25,17,Night,Night,False,Tucson AZ,2024-04-25 22:30:00,2024-04-26 06:43:00,8.22,32.19,False
1000,2024-04-28,17,Night,Night,False,Tucson AZ,2024-04-28 22:25:00,2024-04-29 06:26:00,8.02,32.19,False
1000,2024-05-02,18,Night,Afternoon,True,Los Angeles CA,2024-05-02 14:29:00,2024-05-02 22:37:00,8.13,16.33,False
1000,2024-05-05,18,Night,Morning,True,Los Angeles CA,2024-05-05 06:33:00,2024-05-05 14:45:00,8.2,16.33,False
1000,2024-05-06,19,Night,Night,False,Los Angeles CA,2024-05-06 22:25:00,2024-05-07 06:36:00,8.18,48.629999999999995,True
1000,2024-05-08,19,Night,Night,False,Los Angeles CA,2024-05-08 22:31:00,2024-05-09 06:44:00,8.22,48.629999999999995,True
1000,2024-05-09,19,Night,Night,False,Los Angeles CA,2024-05-09 22:33:00,2024-05-10 06:35:00,8.03,48.629999999999995,True
1000,2024-05-10,19,Night,Night,False,Los Angeles CA,2024-05-10 22:35:00,2024-05-11 06:31:00,7.93,48.629999999999995,True
1000,2024-05-11,19,Night,Night,False,Los Angeles CA,2024-05-11 22:33:00,2024-05-12 06:25:00,7.87,48.629999999999995,True
1000,2024-05-12,19,Night,Afternoon,True,Los Angeles CA,2024-05-12 14:20:00,2024-05-12 22:44:00,8.4,48.629999999999995,True
1000,2024-05-13,20,Night,Night,False,Los Angeles CA,2024-05-13 22:32:00,2024-05-14 06:33:00,8.02,40.269999999999996,True
1000,2024-05-15,20,Night,Night,False,Los Angeles CA,2024-05-15 22:22:00,2024-05-16 06:31:00,8.15,40.269999999999996,True
1000,2024-05-16,20,Night,Night,False,Los Angeles CA,2024-05-16 22:25:00,2024-05-17 06:32:00,8.12,40.269999999999996,True
1000,2024-05-17,20,Night,Night,False,Los Angeles CA,2024-05-17 22:30:00,2024-05-18 06:33:00,8.05,40.269999999999996,True
1000,2024-05-19,20,Night,Night,False,Los Angeles CA,2024-05-19 22:33:00,2024-05-20 06:29:00,7.93,40.269999999999996,True
1000,2024-05-20,21,Night,Night,False,Los Angeles CA,2024-05-20 22:20:00,2024-05-21 06:43:00,8.38,49.18,True
1000,2024-05-21,21,Night,Night,False,Los Angeles CA,2024-05-21 22:29:00,2024-05-22 06:36:00,8.12,49.18,True
1000,2024-05-22,21,Night,Night,False,Los Angeles CA,2024-05-22 22:27:00,2024-05-23 06:39:00,8.2,49.18,True
1000,2024-05-24,21,Night,Night,False,Los Angeles CA,2024-05-24 22:30:00,2024-05-25 06:33:00,8.05,49.18,True
1000,2024-05-25,21,Night,Night,False,Los Angeles CA,2024-05-25 22:23:00,2024-05-26 06:41:00,8.3,49.18,True
1000,2024-05-26,21,Night,Night,False,Los Angeles CA,2024-05-26 22:33:00,2024-05-27 06:41:00,8.13,49.18,True
1000,2024-05-28,22,Night,Night,False,Los Angeles CA,2024-05-28 22:29:00,2024-05-29 06:44:00,8.25,40.85,True
1000,2024-05-29,22,Night,Night,False,Los Angeles CA,2024-05-29 22:31:00,2024-05-30 06:31:00,8.0,40.85,True
1000,2024-05-30,22,Night,Night,False,Tucson AZ,2024-05-30 22:21:00,2024-05-31 06:27:00,8.1,40.85,True
1000,2024-06-01,22,Night,Night,False,Tucson AZ,2024-06-01 22:20:00,2024-06-02 06:29:00,8.15,40.85,True
1000,2024-06-02,22,Night,Night,False,Tucson AZ,2024-06-02 22:20:00,2024-06-03 06:41:00,8.35,40.85,True
1000,2024-06-03,23,Night,Night,False,Tucson AZ,2024-06-03 22:30:00,2024-06-04 06:41:00,8.18,56.519999999999996,True
1000,2024-06-04,23,Night,Night,False,Tucson AZ,2024-06-04 22:21:00,2024-06-05 06:26:00,8.08,56.519999999999996,True
1000,2024-06-05,23,Night,Night,False,Tucson AZ,2024-06-05 22:31:00,2024-06-06 06:29:00,7.97,56.519999999999996,True
1000,2024-06-06,23,Night,Night,False,Tucson AZ,2024-06-06 22:35:00,2024-06-07 06:25:00,7.83,56.519999999999996,True
1000,2024-06-07,23,Night,Night,False,Tucson AZ,2024-06-07 22:20:00,2024-06-08 06:43:00,8.38,56.519999999999996,True
1000,2024-06-08,23,Night,Night,False,Tucson AZ,2024-06-08 22:33:00,2024-06-09 06:26:00,7.88,56.519999999999996,True
1000,2024-06-09,23,Night,Night,False,Tucson AZ,2024-06-09 22:24:00,2024-06-10 06:36:00,8.2,56.519999999999996,True
1000,2024-06-10,24,Night,Night,False,Tucson AZ,2024-06-10 22:29:00,2024-06-11 06:30:00,8.02,32.28,False
1000,2024-06-12,24,Night,Night,False,Tucson AZ,2024-06-12 22:35:00,2024-06-13 06:28:00,7.88,32.28,False
1000,2024-06-14,24,Night,Afternoon,True,Tucson AZ,2024-06-14 14:26:00,2024-06-14 22:35:00,8.15,32.28,False
1000,2024-06-15,24,Night,Night,False,Tucson AZ,2024-06-15 22:27:00,2024-06-16 06:41:00,8.23,32.28,False
1000,2024-06-17,25,Night,Night,False,Tucson AZ,2024-06-17 22:34:00,2024-06-18 06:30:00,7.93,32.18,False
1000,2024-06-18,25,Night,Night,False,Tucson AZ,2024-06-18 22:27:00,2024-06-19 06:29:00,8.03,32.18,False
1000,2024-06-20,25,Night,Morning,True,Tucson AZ,2024-06-20 06:23:00,2024-06-20 14:26:00,8.05,32.18,False
1000,2024-06-21,25,Night,Night,False,Tucson AZ,2024-06-21 22:25:00,2024-06-22 06:35:00,8.17,32.18,False
1000,2024-06-27,26,Night,Night,False,Tucson AZ,2024-06-27 22:34:00,2024-06-28 06:40:00,8.1,31.83,False
1000,2024-06-28,26,Night,Night,False,Tucson AZ,2024-06-28 22:35:00,2024-06-29 06:25:00,7.83,31.83,False
1000,2024-06-29,26,Night,Night,False,San Diego CA,2024-06-29 22:28:00,2024-06-30 06:30:00,8.03,31.83,False
1000,2024-06-30,26,Night,Night,False,San Diego CA,2024-06-30 22:35:00,2024-07-01 06:27:00,7.87,31.83,False
1001,2024-01-03,1,Morning,Morning,False,Fresno CA,2024-01-03 06:23:00,2024-01-03 14:28:00,8.08,32.44,False
1001,2024-01-04,1,Morning,Morning,False,Fresno CA,2024-01-04 06:22:00,2024-01-04 14:27:00,8.08,32.44,False
1001,2024-01-05,1,Morning,Morning,False,Fresno CA,2024-01-05 06:34:00,2024-01-05 14:43:00,8.15,32.44,False
1001,2024-01-06,1,Morning,Night,True,Fresno CA,2024-01-06 22:23:00,2024-01-07 06:31:00,8.13,32.44,False
1001,2024-01-08,2,Morning,Morning,False,Fresno CA,2024-01-08 06:23:00,2024-01-08 14:33:00,8.17,48.91,True
1001,2024-01-09,2,Morning,Morning,False,Fresno CA,2024-01-09 06:20:00,2024-01-09 14:32:00,8.2,48.91,True
1001,2024-01-10,2,Morning,Morning,False,Fresno CA,2024-01-10 06:35:00,2024-01-10 14:31:00,7.93,48.91,True
1001,2024-01-11,2,Morning,Morning,False,Fresno CA,2024-01-11 06:21:00,2024-01-11 14:32:00,8.18,48.91,True
1001,2024-01-12,2,Morning,Morning,False,Fresno CA,2024-01-12 06:20:00,2024-01-12 14:35:00,8.25,48.91,True
1001,2024-01-13,2,Morning,Morning,False,Fresno CA,2024-01-13 06:31:00,2024-01-13 14:42:00,8.18,48.91,True
1001,2024-01-15,3,Morning,Morning,False,Fresno CA,2024-01-15 06:26:00,2024-01-15 14:34:00,8.13,49.05,True
1001,2024-01-16,3,Morning,Morning,False,Fresno CA,2024-01-16 06:22:00,2024-01-16 14:31:00,8.15,49.05,True
1001,2024-01-17,3,Morning,Morning,False,Fresno CA,2024-01-17 06:31:00,2024-01-17 14:40:00,8.15,49.05,True
1001,2024-01-18,3,Morning,Morning,False,Fresno CA,2024-01-18 06:29:00,2024-01-18 14:40:00,8.18,49.05,True
1001,2024-01-19,3,Morning,Morning,False,Fresno CA,2024-01-19 06:28:00,2024-01-19 14:44:00,8.27,49.05,True
1001,2024-01-20,3,Morning,Morning,False,Fresno CA,2024-01-20 06:31:00,2024-01-20 14:41:00,8.17,49.05,True
1001,2024-01-22,4,Morning,Morning,False,Fresno CA,2024-01-22 06:21:00,2024-01-22 14:25:00,8.07,56.29,True
1001,2024-01-23,4,Morning,Morning,False,Fresno CA,2024-01-23 06:35:00,2024-01-23 14:36:00,8.02,56.29,True
1001,2024-01-24,4,Morning,Morning,False,Fresno CA,2024-01-24 06:24:00,2024-01-24 14:29:00,8.08,56.29,True
1001,2024-01-25,4,Morning,Night,True,Fresno CA,2024-01-25 22:35:00,2024-01-26 06:33:00,7.97,56.29,True
1001,2024-01-26,4,Morning,Morning,False,Fresno CA,2024-01-26 06:28:00,2024-01-26 14:27:00,7.98,56.29,True
1001,2024-01-27,4,Morning,Morning,False,Fresno CA,2024-01-27 06:22:00,2024-01-27 14:40:00,8.3,56.29,True
1001,2024-01-28,4,Morning,Morning,False,Fresno CA,2024-01-28 06:35:00,2024-01-28 14:27:00,7.87,56.29,True
1001,2024-01-31,5,Morning,Morning,False,San Diego CA,2024-01-31 06:23:00,2024-01-31 14:25:00,8.03,24.49,False
1001,2024-02-01,5,Morning,Morning,False,San Diego CA,2024-02-01 06:27:00,2024-02-01 14:44:00,8.28,24.49,False
1001,2024-02-03,5,Morning,Morning,False,San Diego CA,2024-02-03 06:30:00,2024-02-03 14:41:00,8.18,24.49,False
1001,2024-02-05,6,Morning,Morning,False,San Diego CA,2024-02-05 06:27:00,2024-02-05 14:28:00,8.02,32.08,False
1001,2024-02-08,6,Morning,Morning,False,San Diego CA,2024-02-08 06:25:00,2024-02-08 14:32:00,8.12,32.08,False
1001,2024-02-09,6,Morning,Morning,False,San Diego CA,2024-02-09 06:23:00,2024-02-09 14:27:00,8.07,32.08,False
1001,2024-02-10,6,Morning,Morning,False,San Diego CA,2024-02-10 06:35:00,2024-02-10 14:27:00,7.87,32.08,False
1001,2024-02-12,7,Morning,Night,True,San Diego CA,2024-02-12 22:28:00,2024-02-13 06:42:00,8.23,48.39,True
1001,2024-02-13,7,Morning,Morning,False,San Diego CA,2024-02-13 06:35:00,2024-02-13 14:38:00,8.05,48.39,True
1001,2024-02-14,7,Morning,Morning,False,San Diego CA,2024-02-14 06:21:00,2024-02-14 14:26:00,8.08,48.39,True
1001,2024-02-15,7,Morning,Morning,False,San Diego CA,2024-02-15 06:25:00,2024-02-15 14:27:00,8.03,48.39,True
1001,2024-02-16,7,Morning,Afternoon,True,San Diego CA,2024-02-16 14:35:00,2024-02-16 22:33:00,7.97,48.39,True
1001,2024-02-18,7,Morning,Morning,False,San Diego CA,2024-02-18 06:23:00,2024-02-18 14:25:00,8.03,48.39,True
1001,2024-02-20,8,Morning,Morning,False,San Diego CA,2024-02-20 06:23:00,2024-02-20 14:25:00,8.03,40.48,True
1001,2024-02-22,8,Morning,Morning,False,San Diego CA,2024-02-22 06:33:00,2024-02-22 14:45:00,8.2,40.48,True
1001,2024-02-23,8,Morning,Morning,False,San Diego CA,2024-02-23 06:35:00,2024-02-23 14:44:00,8.15,40.48,True
1001,2024-02-24,8,Morning,Morning,False,San Diego CA,2024-02-24 06:27:00,2024-02-24 14:32:00,8.08,40.48,True
1001,2024-02-25,8,Morning,Afternoon,True,San Diego CA,2024-02-25 14:26:00,2024-02-25 22:27:00,8.02,40.48,True
1001,2024-02-26,9,Morning,Morning,False,San Diego CA,2024-02-26 06:20:00,2024-02-26 14:25:00,8.08,48.69,True
1001,2024-02-27,9,Morning,Morning,False,San Diego CA,2024-02-27 06:35:00,2024-02-27 14:36:00,8.02,48.69,True
1001,2024-02-28,9,Morning,Morning,False,San Diego CA,2024-02-28 06:30:00,2024-02-28 14:43:00,8.22,48.69,True
1001,2024-02-29,9,Morning,Morning,False,San Diego CA,2024-02-29 06:25:00,2024-02-29 14:38:00,8.22,48.69,True
1001,2024-03-01,9,Morning,Afternoon,True,Tucson AZ,2024-03-01 14:33:00,2024-03-01 22:30:00,7.95,48.69,True
1001,2024-03-03,9,Morning,Morning,False,Tucson AZ,2024-03-03 06:25:00,2024-03-03 14:37:00,8.2,48.69,True
1001,2024-03-05,10,Morning,Morning,False,Tucson AZ,2024-03-05 06:22:00,2024-03-05 14:32:00,8.17,48.35,True
1001,2024-03-06,10,Morning,Morning,False,Tucson AZ,2024-03-06 06:30:00,2024-03-06 14:26:00,7.93,48.35,True
1001,2024-03-07,10,Morning,Morning,False,Tucson AZ,2024-03-07 06:24:00,2024-03-07 14:25:00,8.02,48.35,True
1001,2024-03-08,10,Morning,Morning,False,Tucson AZ,2024-03-08 06:31:00,2024-03-08 14:39:00,8.13,48.35,True
1001,2024-03-09,10,Morning,Morning,False,Tucson AZ,2024-03-09 06:35:00,2024-03-09 14:25:00,7.83,48.35,True
1001,2024-03-10,10,Morning,Morning,False,Tucson AZ,2024-03-10 06:24:00,2024-03-10 14:40:00,8.27,48.35,True
1001,2024-03-11,11,Morning,Morning,False,Tucson AZ,2024-03-11 06:22:00,2024-03-11 14:28:00,8.1,48.92,True
1001,2024-03-12,11,Morning,Night,True,Tucson AZ,2024-03-12 22:22:00,2024-03-13 06:41:00,8.32,48.92,True
1001,2024-03-14,11,Morning,Morning,False,Tucson AZ,2024-03-14 06:35:00,2024-03-14 14:41:00,8.1,48.92,True
1001,2024-03-15,11,Morning,Morning,False,Tucson AZ,2024-03-15 06:31:00,2024-03-15 14:38:00,8.12,48.92,True
1001,2024-03-16,11,Morning,Morning,False,Tucson AZ,2024-03-16 06:24:00,2024-03-16 14:30:00,8.1,48.92,True
1001,2024-03-17,11,Morning,Morning,False,Tucson AZ,2024-03-17 06:22:00,2024-03-17 14:33:00,8.18,48.92,True
1001,2024-03-21,12,Morning,Morning,False,Tucson AZ,2024-03-21 06:24:00,2024-03-21 14:41:00,8.28,32.26,False
1001,2024-03-22,12,Morning,Morning,False,Tucson AZ,2024-03-22 06:33:00,2024-03-22 14:45:00,8.2,32.26,False
1001,2024-03-23,12,Morning,Morning,False,Tucson AZ,2024-03-23 06:34:00,2024-03-23 14:27:00,7.88,32.26,False
1001,2024-03-24,12,Morning,Morning,False,Tucson AZ,2024-03-24 06:31:00,2024-03-24 14:25:00,7.9,32.26,False
1001,2024-03-25,13,Morning,Morning,False,Tucson AZ,2024-03-25 06:23:00,2024-03-25 14:45:00,8.37,32.19,False
1001,2024-03-26,13,Morning,Morning,False,Tucson AZ,2024-03-26 06:35:00,2024-03-26 14:25:00,7.83,32.19,False
1001,2024-03-30,13,Morning,Morning,False,Tucson AZ,2024-03-30 06:35:00,2024-03-30 14:27:00,7.87,32.19,False
1001,2024-03-31,13,Morning,Morning,False,Los Angeles CA,2024-03-31 06:35:00,2024-03-31 14:42:00,8.12,32.19,False
1001,2024-04-02,14,Morning,Morning,False,Los Angeles CA,2024-04-02 06:28:00,2024-04-02 14:34:00,8.1,40.480000000000004,True
1001,2024-04-04,14,Morning,Morning,False,Los Angeles CA,2024-04-04 06:34:00,2024-04-04 14:27:00,7.88,40.480000000000004,True
1001,2024-04-05,14,Morning,Morning,False,Los Angeles CA,2024-04-05 06:27:00,2024-04-05 14:38:00,8.18,40.480000000000004,True
1001,2024-04-06,14,Morning,Morning,False,Los Angeles CA,2024-04-06 06:27:00,2024-04-06 14:42:00,8.25,40.480000000000004,True
1001,2024-04-07,14,Morning,Morning,False,Los Angeles CA,2024-04-07 06:35:00,2024-04-07 14:39:00,8.07,40.480000000000004,True
1001,2024-04-08,15,Morning,Morning,False,Los Angeles CA,2024-04-08 06:25:00,2024-04-08 14:26:00,8.02,40.44,True
1001,2024-04-09,15,Morning,Morning,False,Los Angeles CA,2024-04-09 06:34:00,2024-04-09 14:34:00,8.0,40.44,True
1001,2024-04-10,15,Morning,Morning,False,Los Angeles CA,2024-04-10 06:21:00,2024-04-10 14:41:00,8.33,40.44,True
1001,2024-04-13,15,Morning,Afternoon,True,Los Angeles CA,2024-04-13 14:27:00,2024-04-13 22:25:00,7.97,40.44,True
1001,2024-04-14,15,Morning,Morning,False,Los Angeles CA,2024-04-14 06:28:00,2024-04-14 14:35:00,8.12,40.44,True
1001,2024-04-15,16,Morning,Night,True,Los Angeles CA,2024-04-15 22:25:00,2024-04-16 06:40:00,8.25,48.67,True
1001,2024-04-16,16,Morning,Morning,False,Los Angeles CA,2024-04-16 06:26:00,2024-04-16 14:34:00,8.13,48.67,True
1001,2024-04-17,16,Morning,Morning,False,Los Angeles CA,2024-04-17 06:26:00,2024-04-17 14:27:00,8.02,48.67,True
