Timestamp,Site,Guard_ID,Shift,Incident_Type,Response_Time_Minutes,Patrol_Completed,Patrols_Done,QR_Scans,QR_Code_Locations_Scanned,Overtime_Hours
2024-03-17 03:18:00,San Diego CA,1000,Night,,0.0,True,5,5,"Main Entrance, Warehouse, Parking Lot, Gate A, Gate B",0.4
2024-03-17 04:54:00,San Diego CA,1000,Night,,0.0,True,5,1,Gate B,0.4
2024-03-17 14:30:00,San Diego CA,1000,Afternoon,,0.0,True,2,4,"Main Entrance, Gate A, Warehouse, Parking Lot",1.3
2024-03-17 18:30:00,San Diego CA,1000,Afternoon,,0.0,True,2,4,"Warehouse, Parking Lot, Main Entrance, Gate B",0.5
2024-03-18 22:30:00,Los Angeles CA,1000,Night,,0.0,True,1,3,"Gate A, Warehouse, Main Entrance",0.3
2024-03-19 06:30:00,Los Angeles CA,1000,Morning,,0.0,True,2,1,Main Entrance,1.3
2024-03-19 10:30:00,Los Angeles CA,1000,Morning,Theft,12.1,True,2,2,"Main Entrance, Parking Lot",0.8
2024-03-20 14:30:00,Los Angeles CA,1000,Afternoon,Vandalism,10.3,True,4,5,"Parking Lot, Warehouse, Gate B, Main Entrance, Gate A",0.6
2024-03-20 16:30:00,Los Angeles CA,1000,Afternoon,,0.0,True,4,1,Gate B,0.4
2024-03-20 18:30:00,Los Angeles CA,1000,Afternoon,,0.0,True,4,3,"Main Entrance, Parking Lot, Warehouse",0.8
2024-03-20 20:30:00,Los Angeles CA,1000,Afternoon,,0.0,True,4,4,"Gate B, Gate A, Parking Lot, Warehouse",0.7
2024-03-22 06:30:00,Los Angeles CA,1000,Morning,,0.0,True,3,5,"Gate A, Gate B, Main Entrance, Parking Lot, Warehouse",0.5
2024-03-22 09:10:00,Los Angeles CA,1000,Morning,,0.0,True,3,4,"Gate B, Warehouse, Gate A, Parking Lot",2.1
2024-03-22 11:50:00,Los Angeles CA,1000,Morning,,0.0,True,3,4,"Warehouse, Parking Lot, Gate A, Main Entrance",0.4
2024-03-23 22:30:00,San Diego CA,1000,Night,,0.0,True,4,4,"Parking Lot, Main Entrance, Warehouse, Gate B",0.1
2024-03-24 00:30:00,San Diego CA,1000,Night,Trespassing,10.6,True,4,3,"Gate A, Parking Lot, Warehouse",0.9
2024-03-24 02:30:00,San Diego CA,1000,Night,,0.0,True,4,4,"Gate B, Warehouse, Gate A, Parking Lot",0.1
2024-03-24 04:30:00,San Diego CA,1000,Night,Trespassing,16.0,True,4,5,"Parking Lot, Main Entrance, Warehouse, Gate B, Gate A",0.3
2024-03-26 14:30:00,Tucson AZ,1000,Afternoon,,0.0,True,2,2,"Gate A, Parking Lot",0.2
2024-03-26 18:30:00,Tucson AZ,1000,Afternoon,,0.0,True,2,5,"Warehouse, Gate B, Gate A, Parking Lot, Main Entrance",0.2
2024-03-27 22:30:00,Los Angeles CA,1000,Night,,0.0,True,5,4,"Main Entrance, Parking Lot, Gate A, Warehouse",0.5
2024-03-28 00:06:00,Los Angeles CA,1000,Night,,0.0,True,5,3,"Main Entrance, Gate B, Gate A",0.7
2024-03-28 01:42:00,Los Angeles CA,1000,Night,,0.0,True,5,3,"Warehouse, Parking Lot, Main Entrance",0.6
2024-03-28 03:18:00,Los Angeles CA,1000,Night,Vandalism,20.2,True,5,5,"Parking Lot, Main Entrance, Warehouse, Gate B, Gate A",0.1
2024-03-28 04:54:00,Los Angeles CA,1000,Night,Unauthorized Access,19.3,True,5,1,Gate B,0.3
2024-03-28 22:30:00,Los Angeles CA,1000,Night,,0.0,True,3,2,"Gate A, Main Entrance",0.4
2024-03-29 01:10:00,Los Angeles CA,1000,Night,,0.0,True,3,1,Gate B,0.7
2024-03-29 03:50:00,Los Angeles CA,1000,Night,,0.0,True,3,1,Gate B,0.5
2024-03-29 14:30:00,Tucson AZ,1000,Afternoon,,0.0,True,5,4,"Parking Lot, Gate A, Gate B, Main Entrance",0.3
2024-03-29 16:06:00,Tucson AZ,1000,Afternoon,,0.0,True,5,1,Gate A,1.1
2024-03-29 17:42:00,Tucson AZ,1000,Afternoon,,0.0,True,5,3,"Gate B, Parking Lot, Gate A",0.1
2024-03-29 19:18:00,Tucson AZ,1000,Afternoon,,0.0,True,5,1,Warehouse,2.7
2024-03-29 20:54:00,Tucson AZ,1000,Afternoon,,0.0,True,5,3,"Main Entrance, Parking Lot, Warehouse",0.1
2024-03-31 22:30:00,San Diego CA,1000,Night,,0.0,True,5,4,"Warehouse, Parking Lot, Gate B, Gate A",0.0
2024-04-01 00:06:00,San Diego CA,1000,Night,,0.0,True,5,3,"Warehouse, Main Entrance, Gate A",1.1
2024-04-01 01:42:00,San Diego CA,1000,Night,,0.0,True,5,5,"Gate A, Gate B, Main Entrance, Parking Lot, Warehouse",0.1
2024-04-01 03:18:00,San Diego CA,1000,Night,,0.0,True,5,1,Gate B,0.7
2024-04-01 04:54:00,San Diego CA,1000,Night,,0.0,True,5,4,"Warehouse, Gate B, Parking Lot, Gate A",0.8
2024-04-01 06:30:00,Los Angeles CA,1000,Morning,,0.0,True,4,3,"Parking Lot, Main Entrance, Warehouse",1.0
2024-04-01 08:30:00,Los Angeles CA,1000,Morning,Unauthorized Access,11.8,True,4,3,"Warehouse, Main Entrance, Parking Lot",2.4
2024-04-01 10:30:00,Los Angeles CA,1000,Morning,,0.0,True,4,3,"Warehouse, Gate B, Gate A",0.2
2024-04-01 12:30:00,Los Angeles CA,1000,Morning,,0.0,True,4,3,"Parking Lot, Gate A, Gate B",0.6
2024-04-02 22:30:00,Fresno CA,1000,Night,,0.0,True,5,3,"Warehouse, Gate A, Main Entrance",0.1
2024-04-03 00:06:00,Fresno CA,1000,Night,,0.0,True,5,2,"Main Entrance, Gate B",0.3
2024-04-03 01:42:00,Fresno CA,1000,Night,,0.0,True,5,3,"Parking Lot, Gate B, Main Entrance",0.9
